38.100.164.0/24,US,US-NY,NEW YORK,
38.100.165.0/24,US,US-NJ,NUTLEY,
38.100.168.0/24,US,US-NY,NEW YORK,
38.100.169.0/24,US,US-NJ,NORTH BERGEN,
38.100.170.0/24,US,US-NY,NEW YORK,
38.100.171.0/24,US,US-NY,BROOKLYN,
38.100.173.0/24,US,US-NY,NEW YORK,
38.100.178.0/24,US,US-IL,ELK GROVE VILLAGE,
38.100.180.0/24,US,US-CA,LOS ANGELES,
